ticket_id,account,created_date,resolved_date,category,priority,status,resolution_hours,satisfaction_rating,agent_name
TKT-000553,Gekko & Co,2017-09-10,2017-09-12,feature_request,low,resolved,58.0,,Diana Hays
TKT-000554,Gekko & Co,2017-11-08,2017-11-11,billing,medium,resolved,92.0,2.0,Barbara Hester
TKT-000555,Genco Pura Olive Oil Company,2017-01-30,2017-02-07,technical,low,resolved,193.0,2.0,Robert Morgan
TKT-000556,Genco Pura Olive Oil Company,2017-10-02,2017-10-04,feature_request,medium,resolved,66.0,4.0,Nicole Gonzalez
TKT-000557,Genco Pura Olive Oil Company,2017-08-14,2017-08-17,billing,medium,resolved,81.0,,Kathryn Williams
TKT-000558,Genco Pura Olive Oil Company,2017-01-25,2017-01-30,onboarding,low,resolved,132.0,2.0,Gary Wells
TKT-000559,Genco Pura Olive Oil Company,2017-11-01,2017-11-03,technical,medium,resolved,56.0,5.0,Larry Robertson
TKT-000560,Genco Pura Olive Oil Company,2017-01-13,2017-01-17,technical,low,resolved,102.0,1.0,Louis Martin
TKT-000561,Genco Pura Olive Oil Company,2017-06-06,,technical,medium,waiting_on_customer,,,Nancy Evans MD
TKT-000562,Genco Pura Olive Oil Company,2017-12-04,2017-12-06,feature_request,medium,resolved,69.0,4.0,Kim Erickson
TKT-000563,Genco Pura Olive Oil Company,2017-02-22,2017-02-22,account_management,medium,resolved,21.0,4.0,Robert Richardson
TKT-000564,Globex Corporation,2017-11-23,2017-11-24,onboarding,low,resolved,30.0,,Veronica Silva
TKT-000565,Globex Corporation,2017-10-17,2017-10-23,feature_request,low,resolved,148.0,3.0,Molly Watts
TKT-000566,Globex Corporation,2017-03-15,2017-03-15,billing,critical,resolved,4.0,4.0,John Coffey
TKT-000567,Globex Corporation,2017-05-13,2017-05-15,feature_request,medium,resolved,63.0,4.0,Paula Lane
TKT-000568,Globex Corporation,2017-04-24,2017-04-25,onboarding,low,resolved,31.0,,Lauren Jackson
TKT-000569,Globex Corporation,2017-02-05,2017-02-14,feature_request,low,resolved,218.0,2.0,Lisa Randall
TKT-000570,Globex Corporation,2017-03-24,2017-04-01,feature_request,low,resolved,204.0,4.0,Michael Johnson
TKT-000571,Globex Corporation,2017-09-15,2017-09-18,onboarding,low,resolved,83.0,4.0,Ashley Smith
TKT-000572,Globex Corporation,2017-09-25,2017-09-27,billing,medium,resolved,60.0,,Christian Vaughn
TKT-000573,Globex Corporation,2017-03-27,,feature_request,critical,open,,,Reginald Knapp
TKT-000574,Globex Corporation,2017-09-27,2017-10-03,billing,low,resolved,156.0,2.0,Nancy Brown
TKT-000575,Globex Corporation,2017-01-23,2017-01-24,feature_request,medium,resolved,28.0,4.0,Daniel Nguyen
TKT-000576,Globex Corporation,2017-11-19,2017-11-20,onboarding,medium,resolved,34.0,4.0,Kelly Edwards
TKT-000577,Globex Corporation,2017-09-02,2017-09-04,bug_report,medium,resolved,61.0,3.0,Thomas Peterson
TKT-000578,Globex Corporation,2017-07-14,2017-07-15,feature_request,low,resolved,42.0,,Raymond Le
TKT-000579,Globex Corporation,2017-04-14,,billing,medium,waiting_on_customer,,,Melissa Bishop
TKT-000580,Globex Corporation,2017-01-18,2017-01-23,technical,low,resolved,137.0,2.0,David Grant
TKT-000581,Globex Corporation,2017-03-11,2017-03-11,feature_request,medium,resolved,21.0,,William Evans
TKT-000582,Globex Corporation,2017-02-21,2017-02-22,feature_request,high,resolved,29.0,4.0,Daniel Bush
TKT-000583,Globex Corporation,2017-10-16,,billing,high,waiting_on_customer,,,Gregory Peck
TKT-000584,Globex Corporation,2017-04-19,,billing,low,escalated,,,Denise Martinez
TKT-000585,Globex Corporation,2017-10-24,,bug_report,low,open,,,Jamie Baird
TKT-000586,Globex Corporation,2017-10-27,2017-11-03,feature_request,low,resolved,180.0,,Tina Ballard
TKT-000587,Globex Corporation,2017-06-04,,onboarding,medium,waiting_on_customer,,,Dwayne Klein
TKT-000588,Globex Corporation,2017-04-29,2017-05-03,billing,low,resolved,112.0,,Jeremy Scott
TKT-000589,Gogozoom,2017-06-14,2017-06-18,technical,medium,resolved,114.0,2.0,Dale Ryan
TKT-000590,Gogozoom,2017-02-22,,technical,medium,escalated,,,Melissa Taylor
TKT-000591,Gogozoom,2017-08-14,2017-08-15,bug_report,high,resolved,27.0,4.0,Laurie Sanchez
TKT-000592,Gogozoom,2017-06-14,,technical,medium,open,,,Kiara Little
TKT-000593,Gogozoom,2017-12-04,2017-12-08,feature_request,medium,resolved,113.0,,Jason Love
TKT-000594,Gogozoom,2017-04-10,2017-04-11,billing,medium,resolved,28.0,5.0,Randy Smith
TKT-000595,Gogozoom,2017-02-16,,billing,low,escalated,,,Tanya Russell
TKT-000596,Gogozoom,2017-07-02,2017-07-04,billing,low,resolved,53.0,,Sherry Woods
TKT-000597,Gogozoom,2017-07-09,2017-07-10,bug_report,high,resolved,31.0,,Victor Morris
TKT-000598,Gogozoom,2017-12-27,2017-12-31,technical,medium,resolved,112.0,,Susan Davis
TKT-000599,Gogozoom,2017-05-08,2017-05-12,billing,medium,resolved,101.0,,Kimberly Sharp
TKT-000600,Gogozoom,2017-08-12,,billing,high,waiting_on_customer,,,Susan Thompson
TKT-000601,Gogozoom,2017-10-25,,feature_request,low,escalated,,,Casey Gillespie
TKT-000602,Gogozoom,2017-06-23,,feature_request,critical,open,,,Jennifer Simpson DVM
TKT-000603,Gogozoom,2017-06-06,2017-06-12,technical,low,resolved,154.0,3.0,Tammy Mcdowell
TKT-000604,Gogozoom,2017-11-28,,feature_request,low,escalated,,,Keith Rodriguez
TKT-000605,Gogozoom,2017-05-27,2017-05-31,billing,medium,resolved,101.0,,Mrs. Virginia Daniels
TKT-000606,Golddex,2017-05-08,,onboarding,medium,open,,,Todd Rosales MD
TKT-000607,Golddex,2017-09-29,,bug_report,medium,waiting_on_customer,,,Brian Martin
TKT-000608,Golddex,2017-01-05,2017-01-07,onboarding,low,resolved,56.0,5.0,David Lopez
TKT-000609,Golddex,2017-02-23,2017-03-03,feature_request,low,resolved,194.0,3.0,Rachel Bradley
TKT-000610,Golddex,2017-08-13,2017-08-14,account_management,high,resolved,25.0,4.0,Casey Chase
TKT-000611,Golddex,2017-06-08,2017-06-12,feature_request,medium,resolved,119.0,2.0,Samantha Robertson
TKT-000612,Golddex,2017-08-30,2017-09-01,technical,medium,resolved,66.0,,Michael Lopez
TKT-000613,Golddex,2017-04-06,,onboarding,medium,open,,,Franklin Wright
TKT-000614,Golddex,2017-02-09,2017-02-10,onboarding,high,resolved,33.0,,David Molina
TKT-000615,Golddex,2017-07-03,2017-07-06,feature_request,medium,resolved,94.0,4.0,Elizabeth Sharp
TKT-000616,Golddex,2017-09-11,2017-09-13,technical,low,resolved,67.0,4.0,Matthew Schwartz
TKT-000617,Golddex,2017-04-29,2017-05-05,billing,low,resolved,159.0,2.0,Bryan Parker
TKT-000618,Goodsilron,2017-03-26,2017-04-03,feature_request,low,resolved,201.0,,Jonathan Jacobson
TKT-000619,Goodsilron,2017-01-28,,bug_report,medium,open,,,Emily Wilson
TKT-000620,Goodsilron,2017-08-07,2017-08-09,account_management,medium,resolved,63.0,,Elizabeth Mendez
TKT-000621,Goodsilron,2017-02-22,2017-02-26,technical,medium,resolved,108.0,1.0,Casey Hernandez
TKT-000622,Goodsilron,2017-03-03,2017-03-06,technical,low,resolved,79.0,2.0,Lisa Perry
TKT-000623,Goodsilron,2017-04-04,2017-04-05,technical,high,resolved,31.0,,Kaitlin Medina
TKT-000624,Goodsilron,2017-12-01,2017-12-03,technical,medium,resolved,52.0,5.0,Colleen Wright
TKT-000625,Goodsilron,2017-04-23,2017-05-01,technical,low,resolved,208.0,3.0,Shelley Miller
TKT-000626,Goodsilron,2017-04-20,2017-04-22,technical,medium,resolved,63.0,,Michael Miller
TKT-000627,Goodsilron,2017-01-04,2017-01-04,billing,medium,resolved,22.0,,Amy Kelley
TKT-000628,Goodsilron,2017-11-10,2017-11-11,technical,high,resolved,31.0,,Laura Hernandez
TKT-000629,Goodsilron,2017-08-20,2017-08-24,account_management,medium,resolved,103.0,2.0,Joseph Wilson
TKT-000630,Goodsilron,2017-03-15,,technical,medium,open,,,Kevin Davis
TKT-000631,Goodsilron,2017-09-22,2017-09-23,feature_request,high,resolved,40.0,3.0,Rhonda Chavez
TKT-000632,Green-Plus,2017-08-10,2017-08-12,billing,medium,resolved,59.0,5.0,Joyce Brown
TKT-000633,Green-Plus,2017-08-22,2017-08-22,onboarding,critical,resolved,1.0,5.0,Robert Cummings
TKT-000634,Green-Plus,2017-05-07,2017-05-09,onboarding,low,resolved,69.0,3.0,Robert Reese
TKT-000635,Green-Plus,2017-12-10,2017-12-13,billing,medium,resolved,73.0,3.0,Amber Cooper
TKT-000636,Green-Plus,2017-07-05,2017-07-07,technical,medium,resolved,56.0,,Zachary Michael
TKT-000637,Green-Plus,2017-04-28,2017-05-05,onboarding,low,resolved,184.0,,Timothy Johnson
TKT-000638,Green-Plus,2017-12-13,2017-12-17,account_management,medium,resolved,108.0,,Randy Cannon
TKT-000639,Green-Plus,2017-02-10,2017-02-10,feature_request,critical,resolved,3.0,5.0,Maria Fisher
TKT-000640,Groovestreet,2017-07-12,2017-07-12,onboarding,critical,resolved,1.0,,Janet Kane DVM
TKT-000641,Groovestreet,2017-01-29,2017-01-30,technical,medium,resolved,33.0,5.0,Michael Stanley
TKT-000642,Groovestreet,2017-07-01,2017-07-01,billing,critical,resolved,5.0,5.0,Martha Bailey
TKT-000643,Groovestreet,2017-11-18,,billing,high,open,,,Joshua Rice
TKT-000644,Groovestreet,2017-06-25,2017-06-26,onboarding,medium,resolved,46.0,3.0,Courtney Smith
TKT-000645,Groovestreet,2017-08-05,2017-08-05,billing,high,resolved,13.0,5.0,Edwin Nunez
TKT-000646,Groovestreet,2017-07-01,2017-07-02,billing,low,resolved,33.0,5.0,Kim Morrow
TKT-000647,Groovestreet,2017-10-07,2017-10-09,billing,medium,resolved,55.0,4.0,Gregory Hill
TKT-000648,Groovestreet,2017-01-12,2017-01-15,billing,medium,resolved,95.0,3.0,Molly Rodriguez
TKT-000649,Groovestreet,2017-07-17,2017-07-17,billing,high,resolved,15.0,,Jennifer Miranda
TKT-000650,Groovestreet,2017-04-22,2017-04-25,billing,medium,resolved,94.0,4.0,Alexis Harris
TKT-000651,Groovestreet,2017-05-10,2017-05-11,billing,medium,resolved,46.0,3.0,Andrew Harper
TKT-000652,Groovestreet,2017-04-02,2017-04-02,onboarding,critical,resolved,3.0,4.0,Amber Yang
TKT-000653,Groovestreet,2017-12-18,2017-12-18,account_management,medium,resolved,21.0,5.0,David Robinson
TKT-000654,Groovestreet,2017-05-31,,onboarding,high,waiting_on_customer,,,Amy Gordon
TKT-000655,Groovestreet,2017-08-17,2017-08-20,billing,low,resolved,76.0,,Robert Dennis
TKT-000656,Groovestreet,2017-07-26,2017-07-29,account_management,medium,resolved,75.0,,Kyle Chambers
TKT-000657,Groovestreet,2017-08-10,2017-08-12,account_management,medium,resolved,50.0,4.0,Eric Thomas
TKT-000658,Groovestreet,2017-04-03,2017-04-09,technical,low,resolved,145.0,,Connie Turner
TKT-000659,Groovestreet,2017-08-07,2017-08-16,technical,low,resolved,220.0,3.0,Travis Hobbs
TKT-000660,Hatfan,2017-12-05,2017-12-06,technical,high,resolved,30.0,4.0,Lori Simmons
TKT-000661,Hatfan,2017-04-19,2017-04-19,billing,high,resolved,7.0,4.0,William David DDS
TKT-000662,Hatfan,2017-07-06,2017-07-09,billing,medium,resolved,85.0,,Emma Butler
TKT-000663,Hatfan,2017-07-03,,account_management,high,waiting_on_customer,,,James Webster
TKT-000664,Hatfan,2017-10-22,2017-10-25,onboarding,medium,resolved,78.0,4.0,Samuel Turner
TKT-000665,Hatfan,2017-11-30,2017-12-04,technical,medium,resolved,106.0,1.0,Renee Melendez
TKT-000666,Hatfan,2017-10-08,2017-10-11,onboarding,medium,resolved,93.0,,Tracy Grant
TKT-000667,Hatfan,2017-11-06,2017-11-09,onboarding,low,resolved,77.0,2.0,David Harris
TKT-000668,Hatfan,2017-04-14,,onboarding,critical,waiting_on_customer,,,Tammy Boone
TKT-000669,Hatfan,2017-04-09,,bug_report,low,open,,,Nathaniel Lee
TKT-000670,Hatfan,2017-04-29,2017-04-30,onboarding,medium,resolved,29.0,,Michael Morrison
TKT-000671,Hatfan,2017-08-18,2017-08-19,bug_report,medium,resolved,32.0,5.0,Chelsea Gill
TKT-000672,Hatfan,2017-07-08,2017-07-12,technical,medium,resolved,110.0,3.0,Kristin Mendoza
TKT-000673,Hatfan,2017-01-16,2017-01-22,onboarding,low,resolved,159.0,,Felicia Krueger
TKT-000674,Hatfan,2017-05-18,,account_management,medium,waiting_on_customer,,,Timothy Hayden
TKT-000675,Hatfan,2017-10-07,2017-10-10,bug_report,low,resolved,74.0,,Zachary Mendoza
TKT-000676,Hatfan,2017-11-03,2017-11-04,account_management,high,resolved,43.0,,Larry Harris
TKT-000677,Hottechi,2017-11-01,2017-11-02,technical,high,resolved,28.0,,Kristen Rowe
TKT-000678,Hottechi,2017-01-06,,billing,high,escalated,,,Joseph Howard
TKT-000679,Hottechi,2017-06-01,2017-06-10,billing,low,resolved,228.0,3.0,Jose Crawford
TKT-000680,Hottechi,2017-05-18,2017-05-21,technical,medium,resolved,88.0,3.0,William Harrison
TKT-000681,Hottechi,2017-05-04,,feature_request,low,waiting_on_customer,,,Suzanne Wood
TKT-000682,Hottechi,2017-09-29,2017-09-30,technical,high,resolved,33.0,4.0,Justin Walker
TKT-000683,Hottechi,2017-08-13,2017-08-14,bug_report,medium,resolved,37.0,4.0,Dean Donovan
TKT-000684,Hottechi,2017-07-25,2017-07-26,account_management,medium,resolved,30.0,5.0,Jennifer Hernandez
TKT-000685,Hottechi,2017-02-07,2017-02-10,technical,low,resolved,83.0,2.0,James Whitaker
TKT-000686,Hottechi,2017-03-06,2017-03-07,billing,medium,resolved,47.0,4.0,Mr. Michael Scott PhD
TKT-000687,Hottechi,2017-04-07,,onboarding,low,open,,,Maria Henry
TKT-000688,Hottechi,2017-05-22,,technical,low,open,,,Robert Jackson
TKT-000689,Hottechi,2017-07-07,2017-07-07,bug_report,critical,resolved,6.0,5.0,Katherine Stark
TKT-000690,Hottechi,2017-07-10,,billing,medium,waiting_on_customer,,,Maria Brown
TKT-000691,Hottechi,2017-02-13,2017-02-20,onboarding,low,resolved,168.0,2.0,Ryan Landry
TKT-000692,Hottechi,2017-11-22,2017-11-26,billing,low,resolved,105.0,,Pamela Gutierrez
TKT-000693,Initech,2017-02-02,2017-02-02,onboarding,medium,resolved,18.0,4.0,Crystal Mann
TKT-000694,Initech,2017-05-03,,feature_request,low,escalated,,,Jonathan Brooks
TKT-000695,Initech,2017-07-25,2017-07-29,onboarding,medium,resolved,105.0,3.0,Mary Jensen
TKT-000696,Initech,2017-03-08,2017-03-12,billing,medium,resolved,116.0,3.0,Mr. Aaron Arnold
TKT-000697,Initech,2017-08-16,2017-08-25,feature_request,low,resolved,225.0,,Joseph Hill
TKT-000698,Initech,2017-08-31,2017-09-02,technical,low,resolved,51.0,,Alicia Li
TKT-000699,Initech,2017-02-08,2017-02-10,onboarding,low,resolved,51.0,4.0,Renee Browning
TKT-000700,Initech,2017-06-23,2017-06-26,bug_report,medium,resolved,76.0,1.0,Brent Hernandez
TKT-000701,Initech,2017-11-19,2017-11-22,technical,medium,resolved,94.0,4.0,Joseph Ochoa
TKT-000702,Initech,2017-10-01,2017-10-06,feature_request,low,resolved,133.0,,James Watson
TKT-000703,Initech,2017-02-27,2017-02-28,billing,low,resolved,32.0,4.0,Karl Branch
TKT-000704,Initech,2017-10-16,2017-10-16,onboarding,critical,resolved,5.0,,Michael Abbott
TKT-000705,Initech,2017-11-17,2017-11-19,account_management,medium,resolved,66.0,4.0,Shannon Malone
TKT-000706,Initech,2017-01-15,,bug_report,low,open,,,James Tran
TKT-000707,Initech,2017-07-20,2017-07-26,technical,low,resolved,153.0,,Adam Jackson
TKT-000708,Initech,2017-04-27,2017-04-30,technical,medium,resolved,87.0,,Mr. Richard Knight PhD
TKT-000709,Inity,2017-07-24,2017-07-26,technical,medium,resolved,64.0,5.0,Joseph Williams
TKT-000710,Inity,2017-09-24,2017-09-24,onboarding,high,resolved,15.0,,Sean Clay
TKT-000711,Inity,2017-04-24,2017-04-24,technical,critical,resolved,2.0,4.0,Anthony Jones
TKT-000712,Inity,2017-05-10,2017-05-14,technical,medium,resolved,97.0,,Stephanie Elliott
TKT-000713,Inity,2017-10-15,,onboarding,low,waiting_on_customer,,,Timothy Edwards
TKT-000714,Inity,2017-01-29,2017-02-05,billing,low,resolved,176.0,,Laurie Goodwin
TKT-000715,Inity,2017-05-12,2017-05-12,account_management,critical,resolved,3.0,,Jennifer Jones
TKT-000716,Inity,2017-01-25,2017-01-31,billing,low,resolved,161.0,2.0,David Davenport
TKT-000717,Inity,2017-09-12,2017-09-16,technical,medium,resolved,97.0,2.0,Steven Rivera
TKT-000718,Inity,2017-12-11,2017-12-15,bug_report,medium,resolved,98.0,1.0,Brenda Hinton
TKT-000719,Inity,2017-05-01,2017-05-04,billing,medium,resolved,91.0,4.0,Kathryn Mccann
TKT-000720,Inity,2017-06-13,,account_management,medium,waiting_on_customer,,,Jeffrey Roberson
TKT-000721,Inity,2017-10-09,,billing,high,open,,,Randy Friedman
TKT-000722,Inity,2017-11-04,2017-11-04,onboarding,high,resolved,15.0,,Raymond Johnson
TKT-000723,Inity,2017-02-23,2017-02-23,technical,medium,resolved,20.0,4.0,Willie Henry
TKT-000724,Inity,2017-10-13,2017-10-14,onboarding,medium,resolved,33.0,4.0,Todd Reynolds
TKT-000725,Inity,2017-01-21,,onboarding,medium,escalated,,,Mary Miller
TKT-000726,Inity,2017-09-24,2017-09-26,technical,medium,resolved,71.0,3.0,Rebecca Marquez
TKT-000727,Inity,2017-04-30,,technical,medium,open,,,Christian Dawson
TKT-000728,Inity,2017-05-07,2017-05-07,bug_report,high,resolved,11.0,5.0,Nancy Stewart
TKT-000729,Inity,2017-12-20,2017-12-24,feature_request,medium,resolved,118.0,,Aaron Parker
TKT-000730,Inity,2017-01-20,,bug_report,medium,waiting_on_customer,,,Derrick Anderson
TKT-000731,Inity,2017-10-04,2017-10-05,technical,high,resolved,34.0,4.0,Jerry Peters
TKT-000732,Inity,2017-11-16,,technical,high,escalated,,,Alexander Gomez
TKT-000733,Inity,2017-12-09,,billing,medium,escalated,,,Kyle Nguyen
TKT-000734,Inity,2017-09-28,2017-09-29,onboarding,low,resolved,24.0,,Edgar Hughes
TKT-000735,Inity,2017-05-27,,feature_request,medium,open,,,Steven Stein
TKT-000736,Inity,2017-10-30,,billing,medium,waiting_on_customer,,,Laura Jackson
TKT-000737,Inity,2017-06-02,2017-06-07,feature_request,low,resolved,120.0,2.0,Charles Turner
TKT-000738,Isdom,2017-08-31,2017-09-02,technical,medium,resolved,62.0,3.0,Arthur Hamilton MD
TKT-000739,Isdom,2017-09-03,2017-09-06,onboarding,medium,resolved,90.0,2.0,Mr. David Wright
TKT-000740,Isdom,2017-11-13,,technical,low,escalated,,,Linda Gonzalez
TKT-000741,Isdom,2017-10-09,2017-10-11,technical,low,resolved,61.0,,Eric Rush
TKT-000742,Isdom,2017-02-22,2017-02-22,billing,high,resolved,4.0,4.0,Manuel Brock
TKT-000743,Isdom,2017-05-05,2017-05-14,billing,low,resolved,220.0,,George Ochoa
TKT-000744,Isdom,2017-07-02,,bug_report,medium,waiting_on_customer,,,Valerie Taylor
TKT-000745,Isdom,2017-04-07,2017-04-08,feature_request,medium,resolved,28.0,,Travis Harris
TKT-000746,Isdom,2017-02-25,2017-02-25,account_management,medium,resolved,13.0,4.0,Vincent Novak
TKT-000747,Isdom,2017-02-24,2017-03-04,technical,low,resolved,197.0,3.0,Michael Henry
TKT-000748,Isdom,2017-02-25,2017-02-25,technical,high,resolved,5.0,4.0,Dana Bennett
TKT-000749,Isdom,2017-10-18,2017-10-19,technical,high,resolved,35.0,4.0,Jenna Wilson
TKT-000750,Isdom,2017-09-08,,bug_report,medium,escalated,,,Leslie Gardner
TKT-000751,Isdom,2017-06-18,2017-06-19,technical,high,resolved,29.0,,Krista Benton
TKT-000752,Iselectrics,2017-09-20,2017-09-20,feature_request,high,resolved,4.0,4.0,Michael Gonzales
TKT-000753,Iselectrics,2017-11-12,,billing,low,waiting_on_customer,,,Michael Fuentes
TKT-000754,Iselectrics,2017-08-15,2017-08-16,billing,high,resolved,31.0,5.0,Jennifer Porter
TKT-000755,Iselectrics,2017-02-15,2017-02-21,feature_request,low,resolved,154.0,,Dana Hopkins
TKT-000756,Iselectrics,2017-08-27,2017-08-28,account_management,high,resolved,40.0,4.0,Rachel Jones
TKT-000757,Iselectrics,2017-05-22,2017-05-26,technical,medium,resolved,106.0,,Karen Morales DDS
TKT-000758,Iselectrics,2017-02-21,2017-02-21,feature_request,high,resolved,6.0,4.0,Melissa Stephens
TKT-000759,Iselectrics,2017-10-13,2017-10-16,bug_report,medium,resolved,77.0,,Heather Woodard
TKT-000760,Iselectrics,2017-07-01,2017-07-03,technical,low,resolved,63.0,4.0,Margaret Miller
TKT-000761,Iselectrics,2017-09-03,2017-09-08,feature_request,low,resolved,120.0,3.0,Mary Kelly
TKT-000762,Iselectrics,2017-10-03,2017-10-11,feature_request,low,resolved,192.0,,Amanda Terrell
TKT-000763,J-Texon,2017-06-21,,onboarding,medium,open,,,Jennifer Goodwin
TKT-000764,J-Texon,2017-02-11,2017-02-17,technical,low,resolved,167.0,3.0,Jessica Smith
TKT-000765,J-Texon,2017-11-03,2017-11-04,onboarding,high,resolved,28.0,,Jorge Stone
TKT-000766,J-Texon,2017-04-18,2017-04-19,feature_request,high,resolved,42.0,4.0,Laura Griffin
TKT-000767,J-Texon,2017-11-09,2017-11-09,bug_report,medium,resolved,23.0,,Raymond Chapman
TKT-000768,J-Texon,2017-10-01,2017-10-01,billing,critical,resolved,1.0,,Haley Johnson
TKT-000769,J-Texon,2017-03-12,,billing,critical,open,,,Jason Nixon
TKT-000770,J-Texon,2017-10-13,2017-10-13,technical,critical,resolved,5.0,,Todd Thomas
TKT-000771,J-Texon,2017-07-25,2017-07-27,billing,medium,resolved,66.0,,Jesse Clark
TKT-000772,J-Texon,2017-03-17,2017-03-21,billing,low,resolved,101.0,2.0,Mr. Jeffrey Horton
TKT-000773,J-Texon,2017-08-15,,billing,medium,waiting_on_customer,,,Eric Patrick
TKT-000774,J-Texon,2017-03-05,2017-03-06,technical,medium,resolved,25.0,,Samuel Wong
TKT-000775,J-Texon,2017-07-08,2017-07-09,onboarding,medium,resolved,47.0,4.0,Carly Riggs
TKT-000776,J-Texon,2017-04-29,,technical,low,open,,,Christopher Moore
TKT-000777,J-Texon,2017-10-27,2017-10-27,onboarding,critical,resolved,5.0,5.0,Tina Hall
TKT-000778,J-Texon,2017-04-18,2017-04-21,technical,medium,resolved,83.0,2.0,Cody Davidson
TKT-000779,J-Texon,2017-05-02,2017-05-02,feature_request,medium,resolved,15.0,,Allen Mendez
TKT-000780,J-Texon,2017-09-14,2017-09-23,billing,low,resolved,224.0,,Kevin Price
TKT-000781,Kan-code,2017-09-19,,feature_request,critical,waiting_on_customer,,,Christine Goodwin
TKT-000782,Kan-code,2017-01-19,2017-01-20,billing,high,resolved,44.0,3.0,Amy Garcia
TKT-000783,Kan-code,2017-07-12,,technical,high,waiting_on_customer,,,Chelsea Nguyen
TKT-000784,Kan-code,2017-09-29,2017-09-30,billing,medium,resolved,24.0,4.0,Dennis Huffman
TKT-000785,Kan-code,2017-12-09,2017-12-09,account_management,medium,resolved,13.0,,Margaret Harper
TKT-000786,Kan-code,2017-04-04,2017-04-12,technical,low,resolved,193.0,,Laurie Bailey
TKT-000787,Kan-code,2017-10-03,2017-10-04,technical,low,resolved,37.0,4.0,Lisa Cervantes
TKT-000788,Kan-code,2017-03-26,2017-03-26,billing,high,resolved,14.0,5.0,Elizabeth Mendez
TKT-000789,Kan-code,2017-11-09,2017-11-09,bug_report,medium,resolved,12.0,,Cesar Wilson
TKT-000790,Kan-code,2017-11-24,2017-11-29,feature_request,low,resolved,122.0,,Clayton Steele
TKT-000791,Kan-code,2017-12-13,2017-12-14,billing,medium,resolved,27.0,,Jennifer Taylor
TKT-000792,Kan-code,2017-10-17,2017-10-18,technical,medium,resolved,47.0,4.0,Cody Reid
TKT-000793,Kan-code,2017-12-04,2017-12-05,billing,medium,resolved,25.0,3.0,Maria Cooke
TKT-000794,Kan-code,2017-03-09,2017-03-11,account_management,low,resolved,57.0,,Katherine Taylor
TKT-000795,Kan-code,2017-03-27,2017-03-28,billing,medium,resolved,45.0,,Jerry Brown
TKT-000796,Kan-code,2017-01-01,2017-01-01,technical,medium,resolved,12.0,,Adam Taylor
TKT-000797,Kan-code,2017-11-29,2017-11-30,bug_report,low,resolved,46.0,3.0,Tracey Wagner
TKT-000798,Kinnamplus,2017-06-13,,feature_request,high,waiting_on_customer,,,Michael Perry PhD
TKT-000799,Kinnamplus,2017-07-23,2017-07-23,bug_report,critical,resolved,6.0,5.0,Bradley Johnson DDS
TKT-000800,Kinnamplus,2017-11-18,2017-11-18,onboarding,medium,resolved,14.0,4.0,Donald Medina
TKT-000801,Kinnamplus,2017-06-22,2017-06-22,technical,medium,resolved,17.0,5.0,Jim Newton
TKT-000802,Kinnamplus,2017-04-16,2017-04-19,onboarding,medium,resolved,84.0,1.0,Krista Wilson
TKT-000803,Kinnamplus,2017-03-04,2017-03-05,technical,low,resolved,30.0,3.0,Reginald Morrow
TKT-000804,Kinnamplus,2017-05-09,2017-05-10,billing,high,resolved,29.0,,Rodney Williams
TKT-000805,Kinnamplus,2017-06-26,2017-06-26,bug_report,critical,resolved,3.0,5.0,Kimberly Fritz
TKT-000806,Kinnamplus,2017-01-23,2017-01-25,bug_report,medium,resolved,53.0,4.0,Ronald Potter
TKT-000807,Kinnamplus,2017-02-05,2017-02-05,technical,high,resolved,21.0,4.0,Zachary Cole
TKT-000808,Kinnamplus,2017-03-30,2017-03-31,account_management,medium,resolved,25.0,5.0,Robert Gonzales
TKT-000809,Kinnamplus,2017-12-10,,feature_request,medium,open,,,Patricia Young PhD
TKT-000810,Kinnamplus,2017-06-02,2017-06-07,billing,low,resolved,142.0,3.0,Heather Page
TKT-000811,Kinnamplus,2017-09-08,,technical,critical,open,,,Carol Taylor
TKT-000812,Kinnamplus,2017-03-02,2017-03-02,bug_report,critical,resolved,6.0,4.0,Daniel Brown
TKT-000813,Kinnamplus,2017-10-30,2017-11-07,billing,low,resolved,212.0,,Douglas Ryan
TKT-000814,Kinnamplus,2017-07-22,2017-07-22,feature_request,critical,resolved,2.0,4.0,Michael Roberts
TKT-000815,Kinnamplus,2017-08-05,2017-08-13,onboarding,low,resolved,206.0,2.0,Scott Duke
TKT-000816,Kinnamplus,2017-09-19,2017-09-21,billing,medium,resolved,63.0,5.0,Anna Estes
TKT-000817,Kinnamplus,2017-02-25,2017-03-01,bug_report,low,resolved,106.0,,Tamara Riddle
TKT-000818,Kinnamplus,2017-08-10,2017-08-10,billing,high,resolved,9.0,4.0,Beth Cline
TKT-000819,Kinnamplus,2017-08-02,2017-08-05,account_management,medium,resolved,81.0,,Michael Poole
TKT-000820,Kinnamplus,2017-07-21,2017-07-22,technical,high,resolved,40.0,3.0,Megan Burns
TKT-000821,Konex,2017-08-24,2017-08-25,technical,high,resolved,28.0,,Debra Perry
TKT-000822,Konex,2017-11-17,2017-11-26,billing,low,resolved,230.0,,Mark Beard
TKT-000823,Konex,2017-05-14,2017-05-14,feature_request,high,resolved,22.0,,Jose Ramirez
TKT-000824,Konex,2017-08-16,2017-08-16,feature_request,critical,resolved,1.0,4.0,Jackie Clements
