activity_id,opportunity_id,sales_agent,activity_type,activity_date,duration_minutes,outcome
ACT-025337,L45N3D2E,James Ascencio,follow_up,2017-06-30,11,completed
ACT-025338,L45N3D2E,James Ascencio,demo,2017-07-01,60,no_answer
ACT-025339,K1OBT27J,James Ascencio,email,2017-07-18,13,rescheduled
ACT-025340,K1OBT27J,James Ascencio,call,2017-07-11,7,completed
ACT-025341,K1OBT27J,James Ascencio,demo,2017-07-10,83,no_answer
ACT-025342,K1OBT27J,James Ascencio,follow_up,2017-07-06,18,no_answer
ACT-025343,K1OBT27J,James Ascencio,demo,2017-07-23,62,completed
ACT-025344,K1OBT27J,James Ascencio,call,2017-08-04,44,completed
ACT-025345,K1OBT27J,James Ascencio,meeting,2017-07-10,78,no_answer
ACT-025346,K1OBT27J,James Ascencio,email,2017-07-17,9,completed
ACT-025347,K1OBT27J,James Ascencio,email,2017-07-16,4,rescheduled
ACT-025348,K1OBT27J,James Ascencio,email,2017-08-08,8,completed
ACT-025349,K1OBT27J,James Ascencio,follow_up,2017-08-09,10,completed
ACT-025350,K1OBT27J,James Ascencio,call,2017-07-15,32,completed
ACT-025351,OZL7CDMQ,Jonathan Berthelot,email,2017-06-30,14,completed
ACT-025352,OZL7CDMQ,Jonathan Berthelot,call,2017-06-28,25,completed
ACT-025353,OZL7CDMQ,Jonathan Berthelot,email,2017-06-30,13,rescheduled
ACT-025354,OZL7CDMQ,Jonathan Berthelot,call,2017-06-28,21,completed
ACT-025355,OZL7CDMQ,Jonathan Berthelot,email,2017-06-30,14,rescheduled
ACT-025356,OZL7CDMQ,Jonathan Berthelot,email,2017-06-29,14,no_answer
ACT-025357,LZ6PSZ4T,Jonathan Berthelot,meeting,2017-07-02,88,rescheduled
ACT-025358,LZ6PSZ4T,Jonathan Berthelot,call,2017-07-02,34,completed
ACT-025359,LZ6PSZ4T,Jonathan Berthelot,email,2017-07-04,9,completed
ACT-025360,LZ6PSZ4T,Jonathan Berthelot,meeting,2017-07-01,73,no_answer
ACT-025361,LZ6PSZ4T,Jonathan Berthelot,email,2017-06-30,9,completed
ACT-025362,5CFCTZ5K,Jonathan Berthelot,email,2017-07-29,2,completed
ACT-025363,5CFCTZ5K,Jonathan Berthelot,email,2017-07-25,12,completed
ACT-025364,5CFCTZ5K,Jonathan Berthelot,email,2017-08-03,11,completed
ACT-025365,5CFCTZ5K,Jonathan Berthelot,call,2017-07-18,41,completed
ACT-025366,5CFCTZ5K,Jonathan Berthelot,call,2017-08-02,24,completed
ACT-025367,5CFCTZ5K,Jonathan Berthelot,email,2017-08-23,13,completed
ACT-025368,5CFCTZ5K,Jonathan Berthelot,call,2017-07-02,39,rescheduled
ACT-025369,5CFCTZ5K,Jonathan Berthelot,call,2017-07-22,31,completed
ACT-025370,5CFCTZ5K,Jonathan Berthelot,email,2017-07-08,2,cancelled
ACT-025371,5CFCTZ5K,Jonathan Berthelot,email,2017-07-19,14,completed
ACT-025372,5CFCTZ5K,Jonathan Berthelot,email,2017-07-13,5,completed
ACT-025373,EG5M02ZV,Kary Hendrixson,meeting,2017-08-25,23,completed
ACT-025374,EG5M02ZV,Kary Hendrixson,email,2017-08-05,7,completed
ACT-025375,EG5M02ZV,Kary Hendrixson,meeting,2017-07-15,18,completed
ACT-025376,EG5M02ZV,Kary Hendrixson,meeting,2017-09-23,29,completed
ACT-025377,EG5M02ZV,Kary Hendrixson,meeting,2017-08-05,28,completed
ACT-025378,EG5M02ZV,Kary Hendrixson,call,2017-07-02,44,completed
ACT-025379,EG5M02ZV,Kary Hendrixson,meeting,2017-09-09,44,completed
ACT-025380,EG5M02ZV,Kary Hendrixson,email,2017-08-11,11,completed
ACT-025381,5UKQ16DK,Kary Hendrixson,meeting,2017-06-28,59,completed
ACT-025382,5UKQ16DK,Kary Hendrixson,call,2017-06-30,36,no_answer
ACT-025383,5UKQ16DK,Kary Hendrixson,demo,2017-06-28,66,completed
ACT-025384,5UKQ16DK,Kary Hendrixson,call,2017-07-02,44,completed
ACT-025385,5UKQ16DK,Kary Hendrixson,email,2017-06-30,2,completed
ACT-025386,5UKQ16DK,Kary Hendrixson,email,2017-07-02,9,completed
ACT-025387,5UKQ16DK,Kary Hendrixson,email,2017-06-30,3,completed
ACT-025388,C9M5B1N6,Kary Hendrixson,meeting,2017-08-02,21,completed
ACT-025389,C9M5B1N6,Kary Hendrixson,meeting,2017-07-23,71,completed
ACT-025390,C9M5B1N6,Kary Hendrixson,meeting,2017-07-11,26,completed
ACT-025391,C9M5B1N6,Kary Hendrixson,email,2017-08-28,14,completed
ACT-025392,C9M5B1N6,Kary Hendrixson,email,2017-08-12,7,completed
ACT-025393,ZS4PKX65,Lajuana Vencill,email,2017-07-27,12,no_answer
ACT-025394,ZS4PKX65,Lajuana Vencill,meeting,2017-07-24,47,no_answer
ACT-025395,ZS4PKX65,Lajuana Vencill,call,2017-07-23,32,completed
ACT-025396,ZS4PKX65,Lajuana Vencill,meeting,2017-07-17,81,completed
ACT-025397,ZS4PKX65,Lajuana Vencill,meeting,2017-07-12,58,no_answer
ACT-025398,ZS4PKX65,Lajuana Vencill,call,2017-07-10,9,completed
ACT-025399,ZS4PKX65,Lajuana Vencill,email,2017-08-05,12,rescheduled
ACT-025400,ZS4PKX65,Lajuana Vencill,call,2017-08-08,37,completed
ACT-025401,PYLS9RJH,Markita Hansen,demo,2017-06-30,77,completed
ACT-025402,PYLS9RJH,Markita Hansen,call,2017-07-02,9,no_answer
ACT-025403,PYLS9RJH,Markita Hansen,call,2017-07-04,20,no_answer
ACT-025404,PYLS9RJH,Markita Hansen,email,2017-06-29,6,completed
ACT-025405,PYLS9RJH,Markita Hansen,email,2017-07-04,6,completed
ACT-025406,PYLS9RJH,Markita Hansen,call,2017-06-29,22,completed
ACT-025407,X2ZONP2D,Moses Frase,email,2017-07-11,9,completed
ACT-025408,X2ZONP2D,Moses Frase,call,2017-07-26,32,completed
ACT-025409,X2ZONP2D,Moses Frase,email,2017-07-01,13,no_answer
ACT-025410,X2ZONP2D,Moses Frase,call,2017-07-31,44,completed
ACT-025411,Y5CP83V4,Moses Frase,email,2017-06-28,7,no_answer
ACT-025412,Y5CP83V4,Moses Frase,call,2017-09-22,28,no_answer
ACT-025413,Y5CP83V4,Moses Frase,meeting,2017-06-30,30,completed
ACT-025414,Y5CP83V4,Moses Frase,email,2017-08-24,8,completed
ACT-025415,Y5CP83V4,Moses Frase,email,2017-08-05,11,completed
ACT-025416,Y5CP83V4,Moses Frase,meeting,2017-07-18,34,completed
ACT-025417,Y5CP83V4,Moses Frase,email,2017-07-27,10,completed
ACT-025418,Y5CP83V4,Moses Frase,call,2017-09-13,12,no_answer
ACT-025419,Y5CP83V4,Moses Frase,meeting,2017-07-21,88,no_answer
ACT-025420,V71FMJBD,Rosie Papadopoulos,call,2017-06-29,26,completed
ACT-025421,V71FMJBD,Rosie Papadopoulos,call,2017-07-18,43,rescheduled
ACT-025422,9Y2HDGST,Versie Hillebrand,meeting,2017-06-28,45,no_answer
ACT-025423,9Y2HDGST,Versie Hillebrand,call,2017-06-28,13,no_answer
ACT-025424,9Y2HDGST,Versie Hillebrand,call,2017-06-29,36,completed
ACT-025425,9Y2HDGST,Versie Hillebrand,call,2017-06-29,24,completed
ACT-025426,9Y2HDGST,Versie Hillebrand,call,2017-06-29,8,completed
ACT-025427,9Y2HDGST,Versie Hillebrand,meeting,2017-06-28,52,completed
ACT-025428,9Y2HDGST,Versie Hillebrand,email,2017-07-01,3,completed
ACT-025429,7R0G2LC1,Vicki Laflamme,email,2017-08-28,7,completed
ACT-025430,7R0G2LC1,Vicki Laflamme,email,2017-08-14,4,no_answer
ACT-025431,7R0G2LC1,Vicki Laflamme,email,2017-08-25,4,completed
ACT-025432,7R0G2LC1,Vicki Laflamme,call,2017-07-28,27,no_answer
ACT-025433,8FX574BJ,Vicki Laflamme,call,2017-06-29,12,completed
ACT-025434,8FX574BJ,Vicki Laflamme,meeting,2017-06-28,55,rescheduled
ACT-025435,8FX574BJ,Vicki Laflamme,call,2017-06-30,30,no_answer
ACT-025436,8FX574BJ,Vicki Laflamme,email,2017-06-29,9,rescheduled
ACT-025437,AU5Q1XCW,Vicki Laflamme,email,2017-08-26,3,completed
ACT-025438,AU5Q1XCW,Vicki Laflamme,meeting,2017-07-30,87,completed
ACT-025439,AU5Q1XCW,Vicki Laflamme,call,2017-09-02,37,completed
ACT-025440,AU5Q1XCW,Vicki Laflamme,meeting,2017-07-29,58,rescheduled
ACT-025441,AU5Q1XCW,Vicki Laflamme,email,2017-08-30,5,completed
ACT-025442,AU5Q1XCW,Vicki Laflamme,email,2017-07-11,12,completed
ACT-025443,AU5Q1XCW,Vicki Laflamme,email,2017-09-01,4,completed
ACT-025444,AU5Q1XCW,Vicki Laflamme,meeting,2017-06-28,55,completed
ACT-025445,AU5Q1XCW,Vicki Laflamme,call,2017-08-19,28,completed
ACT-025446,AU5Q1XCW,Vicki Laflamme,meeting,2017-07-25,63,no_answer
ACT-025447,AU5Q1XCW,Vicki Laflamme,call,2017-08-30,32,rescheduled
ACT-025448,SZAMHBGA,Violet Mclelland,call,2017-08-24,5,completed
ACT-025449,SZAMHBGA,Violet Mclelland,email,2017-07-19,9,completed
ACT-025450,CUMYWQYP,Violet Mclelland,call,2017-09-14,42,completed
ACT-025451,CUMYWQYP,Violet Mclelland,email,2017-09-05,5,cancelled
ACT-025452,CUMYWQYP,Violet Mclelland,call,2017-07-10,26,completed
ACT-025453,CUMYWQYP,Violet Mclelland,meeting,2017-07-06,24,completed
ACT-025454,CUMYWQYP,Violet Mclelland,email,2017-09-18,5,completed
ACT-025455,CUMYWQYP,Violet Mclelland,follow_up,2017-09-06,7,completed
ACT-025456,CUMYWQYP,Violet Mclelland,email,2017-09-21,2,completed
ACT-025457,CUMYWQYP,Violet Mclelland,call,2017-07-02,30,no_answer
ACT-025458,CUMYWQYP,Violet Mclelland,meeting,2017-07-11,63,no_answer
ACT-025459,29ZDUK49,Anna Snelling,email,2017-07-01,9,completed
ACT-025460,29ZDUK49,Anna Snelling,email,2017-07-09,3,completed
ACT-025461,29ZDUK49,Anna Snelling,email,2017-07-02,6,completed
ACT-025462,29ZDUK49,Anna Snelling,call,2017-07-04,42,completed
ACT-025463,29ZDUK49,Anna Snelling,email,2017-07-03,12,completed
ACT-025464,29ZDUK49,Anna Snelling,email,2017-07-06,7,completed
ACT-025465,VLVP8FPJ,Cassey Cress,email,2017-07-07,14,completed
ACT-025466,VLVP8FPJ,Cassey Cress,demo,2017-07-04,33,completed
ACT-025467,VLVP8FPJ,Cassey Cress,email,2017-07-04,3,completed
ACT-025468,VLVP8FPJ,Cassey Cress,call,2017-07-07,44,completed
ACT-025469,ZD1X3R4G,Corliss Cosme,meeting,2017-07-24,50,cancelled
ACT-025470,ZD1X3R4G,Corliss Cosme,call,2017-07-27,21,completed
ACT-025471,ZD1X3R4G,Corliss Cosme,demo,2017-07-11,61,no_answer
ACT-025472,SNGS64S7,Darcel Schlecht,meeting,2017-07-02,85,no_answer
ACT-025473,SNGS64S7,Darcel Schlecht,demo,2017-07-01,65,completed
ACT-025474,SNGS64S7,Darcel Schlecht,email,2017-07-03,2,completed
ACT-025475,CMCVD0N8,Darcel Schlecht,call,2017-07-02,37,completed
ACT-025476,CMCVD0N8,Darcel Schlecht,call,2017-07-03,43,rescheduled
ACT-025477,CMCVD0N8,Darcel Schlecht,call,2017-06-30,10,no_answer
ACT-025478,CMCVD0N8,Darcel Schlecht,email,2017-06-29,2,cancelled
ACT-025479,NNKWGFDH,Darcel Schlecht,call,2017-06-29,31,no_answer
ACT-025480,NNKWGFDH,Darcel Schlecht,call,2017-07-03,5,completed
ACT-025481,NNKWGFDH,Darcel Schlecht,demo,2017-06-29,119,completed
ACT-025482,NNKWGFDH,Darcel Schlecht,email,2017-06-30,7,completed
ACT-025483,NNKWGFDH,Darcel Schlecht,email,2017-07-02,11,rescheduled
ACT-025484,NNKWGFDH,Darcel Schlecht,call,2017-07-04,41,completed
ACT-025485,NNKWGFDH,Darcel Schlecht,call,2017-07-02,6,completed
ACT-025486,YC6QEUJN,Garret Kinder,email,2017-07-01,7,rescheduled
ACT-025487,YC6QEUJN,Garret Kinder,follow_up,2017-07-04,3,completed
ACT-025488,YC6QEUJN,Garret Kinder,call,2017-06-29,17,completed
ACT-025489,YC6QEUJN,Garret Kinder,meeting,2017-06-30,42,completed
ACT-025490,YC6QEUJN,Garret Kinder,email,2017-07-05,9,no_answer
ACT-025491,YC6QEUJN,Garret Kinder,call,2017-07-05,40,no_answer
ACT-025492,YC6QEUJN,Garret Kinder,call,2017-07-04,40,completed
ACT-025493,YC6QEUJN,Garret Kinder,email,2017-06-29,8,rescheduled
ACT-025494,794XWMYE,Garret Kinder,email,2017-08-19,3,completed
ACT-025495,794XWMYE,Garret Kinder,call,2017-07-15,10,completed
ACT-025496,794XWMYE,Garret Kinder,meeting,2017-07-22,72,completed
ACT-025497,794XWMYE,Garret Kinder,demo,2017-06-29,101,rescheduled
ACT-025498,794XWMYE,Garret Kinder,email,2017-07-02,10,rescheduled
ACT-025499,794XWMYE,Garret Kinder,call,2017-09-03,24,no_answer
ACT-025500,794XWMYE,Garret Kinder,email,2017-07-21,14,no_answer
ACT-025501,794XWMYE,Garret Kinder,meeting,2017-07-08,77,no_answer
ACT-025502,794XWMYE,Garret Kinder,email,2017-07-22,3,completed
ACT-025503,794XWMYE,Garret Kinder,follow_up,2017-08-13,7,completed
ACT-025504,794XWMYE,Garret Kinder,call,2017-07-21,36,completed
ACT-025505,794XWMYE,Garret Kinder,email,2017-09-04,9,cancelled
ACT-025506,FHK0BBGK,Garret Kinder,follow_up,2017-06-29,10,completed
ACT-025507,FHK0BBGK,Garret Kinder,email,2017-07-04,13,completed
ACT-025508,FHK0BBGK,Garret Kinder,call,2017-06-29,35,no_answer
ACT-025509,FHK0BBGK,Garret Kinder,email,2017-06-30,8,completed
ACT-025510,FHK0BBGK,Garret Kinder,email,2017-07-02,4,completed
ACT-025511,FHK0BBGK,Garret Kinder,follow_up,2017-07-04,10,completed
ACT-025512,FHK0BBGK,Garret Kinder,email,2017-07-02,8,rescheduled
ACT-025513,FHK0BBGK,Garret Kinder,email,2017-06-30,10,completed
ACT-025514,461LIUS7,Gladys Colclough,call,2017-07-05,41,no_answer
ACT-025515,461LIUS7,Gladys Colclough,call,2017-07-02,27,completed
ACT-025516,461LIUS7,Gladys Colclough,call,2017-07-02,36,completed
ACT-025517,461LIUS7,Gladys Colclough,demo,2017-07-03,60,completed
ACT-025518,461LIUS7,Gladys Colclough,email,2017-07-06,9,no_answer
ACT-025519,461LIUS7,Gladys Colclough,call,2017-07-02,32,rescheduled
ACT-025520,461LIUS7,Gladys Colclough,meeting,2017-07-04,74,completed
ACT-025521,461LIUS7,Gladys Colclough,email,2017-06-30,12,completed
ACT-025522,461LIUS7,Gladys Colclough,email,2017-07-04,7,completed
ACT-025523,461LIUS7,Gladys Colclough,meeting,2017-07-01,16,completed
ACT-025524,Y9SCLUH8,Jonathan Berthelot,demo,2017-08-20,95,completed
ACT-025525,Y9SCLUH8,Jonathan Berthelot,email,2017-07-20,12,rescheduled
ACT-025526,Y9SCLUH8,Jonathan Berthelot,call,2017-07-19,6,completed
ACT-025527,Y9SCLUH8,Jonathan Berthelot,call,2017-07-14,31,no_answer
ACT-025528,Y9SCLUH8,Jonathan Berthelot,call,2017-08-02,13,rescheduled
ACT-025529,Y9SCLUH8,Jonathan Berthelot,email,2017-07-29,6,completed
ACT-025530,Y9SCLUH8,Jonathan Berthelot,meeting,2017-08-07,83,completed
ACT-025531,Y9SCLUH8,Jonathan Berthelot,call,2017-07-21,13,completed
ACT-025532,Y9SCLUH8,Jonathan Berthelot,email,2017-08-10,9,completed
ACT-025533,Y9SCLUH8,Jonathan Berthelot,call,2017-06-30,23,completed
ACT-025534,Y9SCLUH8,Jonathan Berthelot,meeting,2017-08-14,60,no_answer
ACT-025535,J75Y9C75,Kami Bicknell,email,2017-08-02,6,completed
ACT-025536,J75Y9C75,Kami Bicknell,meeting,2017-08-18,33,completed
ACT-025537,J75Y9C75,Kami Bicknell,call,2017-08-10,35,completed
ACT-025538,J75Y9C75,Kami Bicknell,email,2017-06-29,10,no_answer
ACT-025539,J75Y9C75,Kami Bicknell,meeting,2017-07-08,18,completed
ACT-025540,J75Y9C75,Kami Bicknell,email,2017-07-01,6,completed
ACT-025541,J75Y9C75,Kami Bicknell,call,2017-07-27,41,rescheduled
ACT-025542,J75Y9C75,Kami Bicknell,email,2017-08-04,9,completed
ACT-025543,J75Y9C75,Kami Bicknell,email,2017-07-08,14,completed
ACT-025544,J75Y9C75,Kami Bicknell,follow_up,2017-07-26,3,completed
ACT-025545,J75Y9C75,Kami Bicknell,call,2017-07-01,29,completed
ACT-025546,PUP6JDT9,Kami Bicknell,email,2017-09-02,2,cancelled
ACT-025547,PUP6JDT9,Kami Bicknell,call,2017-07-16,19,completed
ACT-025548,PUP6JDT9,Kami Bicknell,meeting,2017-08-05,68,completed
ACT-025549,PUP6JDT9,Kami Bicknell,email,2017-08-02,14,completed
ACT-025550,PUP6JDT9,Kami Bicknell,email,2017-08-31,11,rescheduled
ACT-025551,PUP6JDT9,Kami Bicknell,email,2017-08-03,12,completed
ACT-025552,PUP6JDT9,Kami Bicknell,email,2017-08-24,14,no_answer
ACT-025553,PUP6JDT9,Kami Bicknell,demo,2017-09-02,53,completed
ACT-025554,PUP6JDT9,Kami Bicknell,email,2017-08-16,10,completed
ACT-025555,EMUG64GW,Kary Hendrixson,call,2017-07-30,18,rescheduled
ACT-025556,EMUG64GW,Kary Hendrixson,call,2017-07-17,12,rescheduled
ACT-025557,EMUG64GW,Kary Hendrixson,call,2017-07-12,22,completed
ACT-025558,88AA2RK1,Kary Hendrixson,call,2017-06-29,33,rescheduled
ACT-025559,88AA2RK1,Kary Hendrixson,demo,2017-07-02,66,completed
ACT-025560,4F222JU9,Lajuana Vencill,email,2017-07-19,12,completed
ACT-025561,4F222JU9,Lajuana Vencill,call,2017-07-08,35,cancelled
ACT-025562,4F222JU9,Lajuana Vencill,email,2017-08-14,5,completed
ACT-025563,4F222JU9,Lajuana Vencill,call,2017-07-10,37,completed
ACT-025564,4F222JU9,Lajuana Vencill,call,2017-08-19,38,cancelled
ACT-025565,CBYRECX6,Lajuana Vencill,meeting,2017-07-01,35,rescheduled
ACT-025566,CBYRECX6,Lajuana Vencill,call,2017-07-02,29,completed
ACT-025567,CBYRECX6,Lajuana Vencill,email,2017-06-30,14,rescheduled
ACT-025568,CBYRECX6,Lajuana Vencill,meeting,2017-06-30,25,no_answer
ACT-025569,CBYRECX6,Lajuana Vencill,meeting,2017-06-30,15,completed
ACT-025570,CBYRECX6,Lajuana Vencill,call,2017-07-04,32,completed
ACT-025571,XYRO1TLJ,Markita Hansen,call,2017-07-04,7,cancelled
ACT-025572,QXT65QTI,Markita Hansen,email,2017-07-06,6,completed
ACT-025573,QXT65QTI,Markita Hansen,follow_up,2017-07-04,17,completed
ACT-025574,8RTR1VMP,Markita Hansen,email,2017-07-05,10,completed
ACT-025575,8RTR1VMP,Markita Hansen,call,2017-07-04,13,no_answer
ACT-025576,8RTR1VMP,Markita Hansen,email,2017-07-02,9,no_answer
ACT-025577,8RTR1VMP,Markita Hansen,email,2017-06-29,6,completed
ACT-025578,T7RA32XV,Markita Hansen,call,2017-06-29,33,completed
ACT-025579,T7RA32XV,Markita Hansen,demo,2017-07-03,71,completed
ACT-025580,T7RA32XV,Markita Hansen,email,2017-07-03,7,completed
ACT-025581,T7RA32XV,Markita Hansen,call,2017-07-05,8,rescheduled
ACT-025582,8IYVJKT4,Maureen Marcano,email,2017-07-08,4,completed
ACT-025583,8IYVJKT4,Maureen Marcano,email,2017-07-05,12,completed
ACT-025584,8IYVJKT4,Maureen Marcano,follow_up,2017-07-03,13,completed
ACT-025585,8IYVJKT4,Maureen Marcano,email,2017-06-30,8,completed
ACT-025586,G087QT6R,Moses Frase,email,2017-07-02,12,completed
ACT-025587,G087QT6R,Moses Frase,call,2017-07-02,24,completed
ACT-025588,G087QT6R,Moses Frase,email,2017-07-01,7,no_answer
ACT-025589,G087QT6R,Moses Frase,demo,2017-07-05,103,rescheduled
ACT-025590,JT1UUOXN,Niesha Huffines,demo,2017-06-30,51,rescheduled
ACT-025591,JT1UUOXN,Niesha Huffines,email,2017-06-30,12,completed
ACT-025592,JT1UUOXN,Niesha Huffines,email,2017-07-06,2,rescheduled
ACT-025593,JT1UUOXN,Niesha Huffines,call,2017-07-04,13,completed
ACT-025594,JT1UUOXN,Niesha Huffines,call,2017-07-02,21,no_answer
ACT-025595,PUTILZZG,Niesha Huffines,email,2017-07-26,13,cancelled
ACT-025596,PUTILZZG,Niesha Huffines,email,2017-07-17,9,completed
ACT-025597,PUTILZZG,Niesha Huffines,email,2017-07-25,10,no_answer
ACT-025598,PUTILZZG,Niesha Huffines,call,2017-07-24,29,cancelled
ACT-025599,PUTILZZG,Niesha Huffines,email,2017-07-11,4,completed
ACT-025600,PUTILZZG,Niesha Huffines,follow_up,2017-07-10,5,completed
ACT-025601,PUTILZZG,Niesha Huffines,call,2017-08-04,18,completed
ACT-025602,QU7MSL36,Reed Clapper,call,2017-06-29,34,completed
ACT-025603,QU7MSL36,Reed Clapper,demo,2017-07-01,81,completed
ACT-025604,QU7MSL36,Reed Clapper,call,2017-07-08,32,no_answer
ACT-025605,QU7MSL36,Reed Clapper,meeting,2017-07-08,41,completed
ACT-025606,QU7MSL36,Reed Clapper,meeting,2017-07-03,80,completed
ACT-025607,QU7MSL36,Reed Clapper,call,2017-07-05,13,completed
ACT-025608,QU7MSL36,Reed Clapper,demo,2017-07-05,71,completed
ACT-025609,FEGSJ8QI,Rosalina Dieter,meeting,2017-07-03,34,completed
ACT-025610,FEGSJ8QI,Rosalina Dieter,meeting,2017-07-08,34,completed
ACT-025611,FEGSJ8QI,Rosalina Dieter,call,2017-07-04,20,no_answer
ACT-025612,FEGSJ8QI,Rosalina Dieter,demo,2017-07-08,83,completed
ACT-025613,1SKIPYI7,Rosalina Dieter,call,2017-08-23,36,completed
ACT-025614,1SKIPYI7,Rosalina Dieter,email,2017-08-16,12,cancelled
ACT-025615,1SKIPYI7,Rosalina Dieter,email,2017-08-22,14,completed
ACT-025616,1SKIPYI7,Rosalina Dieter,email,2017-08-21,14,completed
ACT-025617,1SKIPYI7,Rosalina Dieter,call,2017-08-17,34,completed
ACT-025618,1SKIPYI7,Rosalina Dieter,meeting,2017-08-22,18,completed
ACT-025619,1SKIPYI7,Rosalina Dieter,call,2017-08-01,6,rescheduled
ACT-025620,1SKIPYI7,Rosalina Dieter,meeting,2017-07-03,41,cancelled
ACT-025621,1SKIPYI7,Rosalina Dieter,call,2017-08-01,44,no_answer
ACT-025622,1SKIPYI7,Rosalina Dieter,email,2017-07-18,14,completed
ACT-025623,1SKIPYI7,Rosalina Dieter,demo,2017-08-17,96,completed
ACT-025624,66Q03Q2P,Versie Hillebrand,call,2017-07-05,40,rescheduled
ACT-025625,66Q03Q2P,Versie Hillebrand,call,2017-07-03,44,cancelled
ACT-025626,66Q03Q2P,Versie Hillebrand,call,2017-07-02,15,completed
ACT-025627,66Q03Q2P,Versie Hillebrand,email,2017-07-03,11,completed
ACT-025628,66Q03Q2P,Versie Hillebrand,email,2017-07-08,4,completed
ACT-025629,66Q03Q2P,Versie Hillebrand,email,2017-07-05,8,completed
ACT-025630,66Q03Q2P,Versie Hillebrand,meeting,2017-07-02,69,no_answer
ACT-025631,66Q03Q2P,Versie Hillebrand,call,2017-06-29,14,cancelled
ACT-025632,66Q03Q2P,Versie Hillebrand,call,2017-07-03,27,completed
ACT-025633,66Q03Q2P,Versie Hillebrand,email,2017-07-06,10,completed
ACT-025634,66Q03Q2P,Versie Hillebrand,email,2017-07-01,11,completed
ACT-025635,T4FR3FAC,Vicki Laflamme,email,2017-07-01,5,completed
ACT-025636,Z1NWKS9A,Vicki Laflamme,email,2017-07-01,11,rescheduled
ACT-025637,Z1NWKS9A,Vicki Laflamme,follow_up,2017-06-30,10,no_answer
ACT-025638,Z1NWKS9A,Vicki Laflamme,email,2017-07-02,3,completed
ACT-025639,Z1NWKS9A,Vicki Laflamme,call,2017-07-03,9,completed
ACT-025640,ZZCKQ2JV,Vicki Laflamme,email,2017-07-03,3,completed
ACT-025641,ZZCKQ2JV,Vicki Laflamme,meeting,2017-06-30,65,completed
ACT-025642,ZZCKQ2JV,Vicki Laflamme,meeting,2017-06-30,78,completed
ACT-025643,ZZCKQ2JV,Vicki Laflamme,demo,2017-07-03,71,cancelled
ACT-025644,F3G00C56,Vicki Laflamme,email,2017-07-03,4,completed
ACT-025645,F3G00C56,Vicki Laflamme,demo,2017-07-03,91,no_answer
ACT-025646,F3G00C56,Vicki Laflamme,demo,2017-06-30,81,rescheduled
ACT-025647,F3G00C56,Vicki Laflamme,call,2017-07-01,6,completed
ACT-025648,F3G00C56,Vicki Laflamme,email,2017-06-30,12,no_answer
ACT-025649,F3G00C56,Vicki Laflamme,call,2017-07-01,8,completed
ACT-025650,F3G00C56,Vicki Laflamme,meeting,2017-07-06,50,completed
ACT-025651,F3G00C56,Vicki Laflamme,meeting,2017-07-02,24,completed
ACT-025652,9824T94P,Violet Mclelland,email,2017-07-08,8,completed
ACT-025653,9824T94P,Violet Mclelland,call,2017-07-01,40,completed
ACT-025654,9824T94P,Violet Mclelland,email,2017-07-03,3,completed
ACT-025655,9824T94P,Violet Mclelland,meeting,2017-06-30,35,completed
ACT-025656,9824T94P,Violet Mclelland,email,2017-06-29,2,completed
ACT-025657,B8TD9HCN,Violet Mclelland,email,2017-06-29,13,completed
ACT-025658,B8TD9HCN,Violet Mclelland,meeting,2017-07-07,70,completed
ACT-025659,B8TD9HCN,Violet Mclelland,call,2017-07-09,42,completed
ACT-025660,B8TD9HCN,Violet Mclelland,call,2017-07-02,23,completed
ACT-025661,B8TD9HCN,Violet Mclelland,email,2017-06-29,6,no_answer
ACT-025662,B8TD9HCN,Violet Mclelland,call,2017-06-30,8,completed
ACT-025663,B8TD9HCN,Violet Mclelland,demo,2017-07-06,38,cancelled
ACT-025664,B8TD9HCN,Violet Mclelland,call,2017-07-09,8,completed
ACT-025665,B8TD9HCN,Violet Mclelland,call,2017-07-06,24,completed
ACT-025666,B8TD9HCN,Violet Mclelland,email,2017-07-07,3,cancelled
ACT-025667,B8TD9HCN,Violet Mclelland,email,2017-07-07,11,completed
ACT-025668,PEFTXK4Q,Wilburn Farren,call,2017-08-10,14,completed
ACT-025669,PEFTXK4Q,Wilburn Farren,meeting,2017-07-11,48,completed
ACT-025670,PEFTXK4Q,Wilburn Farren,meeting,2017-07-13,72,completed
ACT-025671,PEFTXK4Q,Wilburn Farren,email,2017-08-30,8,completed
ACT-025672,PEFTXK4Q,Wilburn Farren,email,2017-07-26,2,completed
ACT-025673,PEFTXK4Q,Wilburn Farren,email,2017-08-15,10,completed
ACT-025674,PEFTXK4Q,Wilburn Farren,call,2017-07-17,36,no_answer
ACT-025675,PEFTXK4Q,Wilburn Farren,meeting,2017-08-26,51,completed
ACT-025676,PEFTXK4Q,Wilburn Farren,call,2017-08-06,22,completed
ACT-025677,PEFTXK4Q,Wilburn Farren,email,2017-08-28,4,completed
ACT-025678,PEFTXK4Q,Wilburn Farren,email,2017-07-26,13,completed
ACT-025679,LUIEQRMQ,Zane Levy,demo,2017-07-03,113,completed
ACT-025680,LUIEQRMQ,Zane Levy,meeting,2017-07-01,78,rescheduled
ACT-025681,LUIEQRMQ,Zane Levy,call,2017-07-08,16,no_answer
ACT-025682,LUIEQRMQ,Zane Levy,email,2017-07-01,3,completed
